57.1293;-25.8691
-87.1614;41.9799
36.5326;-78.4092
-37.3096;-64.7223
-57.0254;-41.4601
-78.5581;55.142
17.9326;8.51767
-76.218;57.0759
-15.6897;28.4877
-96.3372;27.7821
-71.4875;8.32377
8.54004;-55.1187
-56.0548;-63.7515
99.8466;-43.1178
69.387;38.6718
-37.1844;14.8103
-13.1328;-96.9024
-57.1161;-92.7423
-53.1312;31.4682
30.9248;-65.4021
-99.2139;-48.4299
15.7612;93.7457
85.762;-56.7472
30.249;-43.0372
-93.9631;-90.0961
25.7271;52.3807
-12.5194;0.779926
-0.62057;-10.2455
70.5628;38.097
-68.1656;80.5921
-37.5744;-20.6211
33.1968;91.9182
13.023;21.8311
-56.1798;33.3045
-42.1706;-24.845
-94.0711;43.7951
1.04978;44.1157
41.0045;-53.6836
-74.9962;29.316
-17.9759;7.67356
36.0013;-36.0971
-3.50213;-2.74869
38.4889;67.186
42.5416;-53.0119
52.4554;4.47038
-40.22;49.5913
-23.3828;24.342
-41.849;-53.6425
-20.8481;-30.3256
-63.5379;-0.917971
91.2955;-48.9591
97.2635;-49.2583
49.5793;1.66696
64.7985;-15.8377
-84.0524;33.9348
80.3206;-95.9129
7.01762;-56.4967
37.4013;-66.8481
-88.794;-57.107
-45.4925;-35.6751
-81.5535;4.45848
31.3068;-64.2782
-76.2084;-97.0964
45.5491;75.4891
51.1747;97.5011
54.3105;-28.5545
4.71875;70.7297
-5.82519;55.1597
33.1157;-77.3932
37.7308;-37.9727
-48.7334;66.9277
-85.3746;76.7954
56.2522;2.99588
15.6136;-77.7044
-50.3699;72.3089
68.1015;34.1896
-87.5655;-39.4981
-52.7352;-33.8304
-68.2988;-12.646
90.4574;96.8535
49.7883;-52.6579
-76.8678;-4.21923
-15.3937;31.2158
-24.535;24.2673
-19.1271;-31.6922
-59.8657;72.2554
2.62333;68.7138
-91.7898;-55.1255
-27.4056;-88.6157
-83.1282;65.4149
7.79389;-9.21671
-51.6157;47.962
-59.469;5.97252
51.505;-20.5586
42.5287;35.3959
0.938545;62.2567
63.6097;52.4252
-97.1787;-58.7942
-86.2553;40.3478
84.826;7.46239
72.6004;-23.0821
-73.9487;-6.80541
1.91145;-39.5938
53.2389;57.642
-95.7356;-59.6925
-96.8861;71.5061
-70.3259;-60.4207
11.4191;95.0991
-97.0985;25.6734
-4.38364;-47.7642
-53.8006;13.2872
85.35;-33.7178
75.9426;49.5959
41.9601;-76.3877
-62.2532;-81.3219
9.94578;-57.2936
-89.3437;-17.3439
-56.6453;-10.9888
-36.4753;35.2614
-90.2428;-47.8163
45.7973;12.5869
79.6134;10.6314
25.9451;26.5941
6.3121;-35.7486
-73.5341;53.7384
7.54239;8.16834
-50.7439;-52.4423
-48.0958;86.1935
-5.02359;-8.75073
-68.0699;-22.4796
82.5133;61.5933
64.4047;-28.8109
62.6859;5.64532
51.9315;46.9031
-30.614;81.1825
32.9237;44.8107
-18.7911;61.9277
-24.6424;-39.5089
-38.6247;-64.0264
25.5096;45.3439
-28.7255;-32.5286
-80.5655;95.3326
51.2968;37.8106
-18.5052;-17.7014
81.033;-95.9976
-30.6031;-89.5156
94.0506;-35.1447
79.4323;-44.5046
73.1515;12.0326
-80.1533;82.9081
-8.02725;61.3747
-2.4053;56.5619
10.0582;69.4329
-3.04977;39.5329
44.7641;-62.0202
-37.7625;-58.5428
96.0173;49.2974
53.0562;82.6722
-11.4444;-28.3297
-46.7447;41.3616
-30.9366;93.8462
23.3287;37.104
-92.1786;2.31702
65.1;37.9162
-25.7256;58.5132
-44.789;-11.206
20.5454;13.126
-97.9908;-6.4437
-91.7499;9.86955
-75.5613;47.35
16.6149;47.078
49.2781;44.4423
54.9609;-58.3811
37.5921;-40.5073
12.4818;-88.3981
10.8563;-3.57757
-77.0855;-18.7473
-70.1111;-69.6958
-83.8387;-25.9056
-32.7623;-25.3986
-29.0678;-87.7069
-27.566;46.7858
-68.9048;18.4761
-65.0898;3.6071
22.2592;49.5544
